datetime,current_temp,outside_temp,humidity,co2,predicted_temp
2023-01-01 00:00:00,10.400157208367224,6.528104691935328,48.48038375377569,497.74091541312407,12.332849557161978
2023-01-01 01:00:00,12.240893199201459,4.957475968211479,52.71842977425804,386.0693910441606,12.809207345762823
2023-01-01 02:00:00,9.02272212012359,6.735115980299935,50.08271793212738,431.22547209480064,11.911890503848904
2023-01-01 03:00:00,9.848642791702302,4.9001768350511785,51.66686518630729,469.80918049667554,11.224995819089312
2023-01-01 04:00:00,10.410598501938372,2.793562296412884,35.945389326149844,387.97663621102686,9.60146515070211
2023-01-01 05:00:00,11.454273506962975,3.288087142321756,35.28019444177699,330.9956695341489,9.9269256835098
2023-01-01 06:00:00,10.121675016492828,14.522075450293986,78.29454082810884,457.99969334971,16.890718906193786
2023-01-01 07:00:00,10.333674327374267,13.887726465490852,66.69574533142065,488.2356355274212,16.148338059507147
2023-01-01 08:00:00,9.794841736234199,15.988158146315213,88.3045130644397,436.321533917857,18.262567345873702
2023-01-01 09:00:00,9.145904260698275,13.626135403301802,31.21574073577944,421.90318303917434,12.563344679797261
2023-01-01 10:00:00,10.65361859544036,7.894020368331843,84.64118022741405,476.0013275348496,17.280834086676542
2023-01-01 11:00:00,9.257834979593557,14.728872397719012,73.5904221685013,484.90635167237645,17.090416967205964
2023-01-01 12:00:00,8.545634325401235,17.539509247975214,56.93023219009798,354.7143978183116,15.709142017264648
2023-01-01 13:00:00,9.812816149974166,13.091517034602893,65.72762369629254,465.05370560526694,15.729028184756231
2023-01-01 14:00:00,11.469358769900285,16.065558428716916,78.63387093063932,343.03379179358507,18.68933269143148
2023-01-01 15:00:00,10.378162519602174,13.309894851393832,56.93393430163127,345.0897710876931,14.222452180928933
2023-01-01 16:00:00,8.019203531776073,11.224428504739775,65.31676739469448,378.85529621482465,12.965087296928193
2023-01-01 17:00:00,10.15634896910398,12.304175701347695,88.37390553850639,347.2881037628674,17.519466592085763
2023-01-01 18:00:00,11.20237984878441,5.460581361455441,70.42073917991598,457.8328853110137,14.189386784652912
2023-01-01 19:00:00,9.697697249424664,2.2253463651840955,25.493200744280728,413.3396522957223,9.294641565968867
2023-01-01 20:00:00,8.579982062821024,0.9028940698658148,70.17631330998566,493.6689915692059,11.12160568703334
2023-01-01 21:00:00,11.95077539523179,-0.41254038125002523,88.17131498897614,370.2693645520433,15.887177461206226
2023-01-01 22:00:00,9.561925698388814,1.980695636496693,47.35106022417102,450.7486624136116,9.631141041855749
2023-01-01 23:00:00,10.77749035583191,0.4944092799001476,23.039971268235064,476.35077707854134,7.8988474408618865
2023-01-02 00:00:00,9.78725971978603,-0.22779569511590303,70.91279149448073,425.48054652774044,11.144546503376006
2023-01-02 01:00:00,10.386902497859262,1.2090668776126487,41.64022026191439,435.8294115291045,10.536799034501273
2023-01-02 02:00:00,8.819367815877587,1.978389724862254,84.25478962123859,382.6116138809905,13.335605856546564
2023-01-02 03:00:00,10.428331870530418,2.9436355433226904,32.77771530237676,396.61651627810966,8.728843011877782
2023-01-02 04:00:00,10.302471897739782,3.1330344447663356,46.366805875488296,416.0374860643602,11.641849235613304
2023-01-02 05:00:00,9.637258834012862,1.7313558126380728,21.65739133622916,343.13690174107944,6.587890746912368
2023-01-02 06:00:00,9.640446838459459,11.655079104448099,50.70917290956767,311.18406015050306,13.785790863513979
2023-01-02 07:00:00,8.273717397668323,11.373707435911092,33.30026066114384,315.12533044975686,10.424513140270681
2023-01-02 08:00:00,9.598219063791738,13.354852284507505,61.79646209193171,488.67035202865713,15.27801697496861
2023-01-02 09:00:00,10.462782255525774,9.739603306067911,72.23305676965516,419.27267959599504,15.83983291518324
2023-01-02 10:00:00,10.051945395796139,11.185403271233515,39.588791815713236,301.072655228541,12.368730346492786
2023-01-02 11:00:00,10.128982910757411,14.458181124355074,29.361184252627112,323.8093225352544,12.950889646950477
2023-01-02 12:00:00,8.765174179646348,15.278801369086601,28.382049810635124,458.1445866518536,11.77794098061433
2023-01-02 13:00:00,9.315189909059686,13.804683282355098,37.831569176096636,365.22561365875833,12.425313894155655
2023-01-02 14:00:00,9.421150335235584,11.258405701636237,77.98949897742176,443.77077979066377,15.328388430476943
2023-01-02 15:00:00,10.056165342229745,12.376894935745256,50.31484836535228,445.22145387953987,12.895807450091116
2023-01-02 16:00:00,10.900826486954188,10.669700318433287,33.50749723878097,444.3089312745767,10.95835889251661
2023-01-02 17:00:00,8.463756313722776,13.93132487946092,39.854604783526824,304.5838074421378,12.697267358328048
2023-01-02 18:00:00,11.895889176030582,5.976504387591199,44.49471717649469,353.28489319228515,11.964086517460844
2023-01-02 19:00:00,9.82007516418765,5.357559142319301,34.27697028891859,359.49987095884376,10.32413721941801
2023-01-02 20:00:00,11.054451726931136,0.858494756978915,57.76697978412598,321.69212756317216,12.456279496356448
2023-01-02 21:00:00,11.222445070382427,2.1936461060536407,59.86338219622026,389.09896143965597,12.76723338343898
2023-01-02 22:00:00,10.976639036483713,3.4165499561537205,74.5706583615706,483.2356825139659,13.405080273722609
2023-01-02 23:00:00,10.706573168191948,3.7127327943488035,68.68601673771283,318.5841052799683,13.103185256248066
2023-01-03 00:00:00,11.785870493905835,3.021000041441641,37.20629479555286,339.9981590994488,10.275168000777581
2023-01-03 01:00:00,10.401989363444702,3.2538241854072396,31.025440216785917,390.32491238987507,9.888728817155007
2023-01-03 02:00:00,8.652240938857554,6.766301394112508,83.27157985658667,381.19932875216324,15.147877379938185
2023-01-03 03:00:00,10.969396708158012,0.4590300030285328,77.79444581843416,436.1870572881394,13.051740936015808
2023-01-03 04:00:00,11.943621185649292,0.6537531897716802,20.520788004835758,339.7481409820837,8.997004659348883
2023-01-03 05:00:00,9.252545188559242,2.1727620384805055,21.63989499500178,379.5917427056334,7.281708215398205
2023-01-03 06:00:00,11.480514791434425,16.84588405296077,54.21791230616722,463.2422359151568,15.829463991210996
2023-01-03 07:00:00,10.906044658275386,16.73511792085314,78.6837978631137,423.16103758457126,18.718397174611503
2023-01-03 08:00:00,11.910064953099035,11.277548629890594,84.77375029738624,393.72616220859754,17.182038743642618
2023-01-03 09:00:00,10.802456395796396,12.46399325809724,33.57724276815368,413.5448592325719,13.094574607749252
2023-01-03 10:00:00,9.844989906909166,14.894503935547496,76.65422293574096,406.48823337927143,18.365637164631515
2023-01-03 11:00:00,10.922206671566526,14.22815874069216,49.12055321222741,412.40562084158836,15.471897323448516
2023-01-03 12:00:00,8.900599209415805,13.752851062311258,65.63800845553618,304.1744385571823,15.066665013086965
2023-01-03 13:00:00,11.32638589668703,13.596476348412113,42.08795435489664,495.5300637183858,14.591015978086322
2023-01-03 14:00:00,9.850365459672329,11.61086428053727,28.81803207561713,312.488860619324,12.015323034985013
2023-01-03 15:00:00,11.849263728479341,12.129692896556724,69.52817236721181,365.294129685742,16.7700798831489
2023-01-03 16:00:00,10.40746183624111,14.344589514024872,41.56485158381827,493.4621638595918,14.222307100229205
2023-01-03 17:00:00,10.539249191291818,11.460167851109368,22.08062442270292,411.15990762193553,10.78335975940142
2023-01-03 18:00:00,10.03183055827435,1.6513346786852479,87.67551264208913,391.91779314927123,14.283163725999604
2023-01-03 19:00:00,10.6764332949465,1.728307843242238,50.0156606976607,437.62745648991233,11.24452361104474
2023-01-03 20:00:00,9.791701244422006,4.153181633229882,26.951540080972105,316.2007307129246,8.47164723182345
2023-01-03 21:00:00,8.906938491269495,3.7920134253232907,76.8698615384763,467.9330081457714,13.86538687056334
2023-01-03 22:00:00,10.439391701264537,0.01748481458878892,79.40230237122373,414.5783745969741,12.812962358183356
2023-01-03 23:00:00,10.635031436892106,3.333346990745058,41.09450584878432,486.55460667429725,10.719400848970714
2023-01-04 00:00:00,10.944479486990414,7.766289549727884,67.7935441622686,497.33098901843346,14.336704309202839
2023-01-04 01:00:00,11.117016288095853,1.1743555491116828,28.41656817558321,485.96065545116403,9.122473404539337
2023-01-04 02:00:00,9.538415395185291,0.3681851789769577,47.09566128884954,499.5142610052835,9.37059062702311
2023-01-04 03:00:00,11.713342721649367,2.8635167893507374,35.50618819157271,374.53618844302713,10.287771958937917
2023-01-04 04:00:00,9.173561461340986,1.5104903559031202,37.19083668850795,416.9098239528794,8.482941164662588
2023-01-04 05:00:00,9.336521713637893,2.803094951149135,87.53500254873678,486.24377753830885,14.453316421278997
2023-01-04 06:00:00,8.920068491636577,15.253271844213014,22.42730023149435,340.3058418794332,10.951189660430742
2023-01-04 07:00:00,9.562179955255566,10.705062695177794,58.55127280125917,312.97799384764204,14.71693313063015
2023-01-04 08:00:00,11.929532053816986,12.00393509861539,64.54824244692321,389.95884369773614,15.372312870704992
2023-01-04 09:00:00,10.08755124138519,14.898841613851522,43.369399695228296,468.80454050406104,13.803681418212737
2023-01-04 10:00:00,10.844362976401547,10.549128962339664,37.01096438025158,322.31430806382104,12.04478477741239
2023-01-04 11:00:00,8.455228903222388,10.99956930522087,75.74778445009599,322.1739371601705,15.246860285724377
2023-01-04 12:00:00,10.31694261192485,15.376059584704603,31.971001864742632,355.17885945270564,13.05206869915766
2023-01-04 13:00:00,10.318727652943021,14.841717647561637,65.53778144329148,452.1258366941263,16.47803598029662
2023-01-04 14:00:00,9.348974406699853,14.713661223805381,89.9855933650478,456.3579580776377,18.341661628238914
2023-01-04 15:00:00,10.681594518281628,10.93151431643107,78.64613180859607,368.80618819678915,15.994832050265734
2023-01-04 16:00:00,9.3104502222498,11.393180671652317,49.66023229587603,438.2815244094388,13.934701803905686
2023-01-04 17:00:00,10.017479159025056,12.088934992965314,67.71908276618137,346.67680043601985,15.38992755767953
2023-01-04 18:00:00,8.625048706581982,2.292012177493032,61.19283943060506,338.10763103206546,10.868737128775859
2023-01-04 19:00:00,7.776596847775574,1.712763194334219,65.64767305969211,393.59412539333056,11.078705162473767
2023-01-04 20:00:00,8.397942344393252,4.250462902054375,41.80047720249202,397.0081214883029,10.44891707360276
2023-01-04 21:00:00,10.052165079260975,0.7912333211430989,55.34907972371447,406.10096253790186,10.435092259984634
2023-01-04 22:00:00,11.543014595406735,1.5208740072173734,25.351406246338637,307.1874411316914,8.875382719254095
2023-01-04 23:00:00,10.267050869349182,0.41428618055310285,36.23908082630023,382.99567359305826,9.104108625326464
2023-01-05 00:00:00,8.831906502258803,2.921434363545009,47.98175346238497,450.6251607566529,9.450757011974773
2023-01-05 01:00:00,9.828453668777751,4.046553321063508,30.97081102464516,353.49464877832133,8.809301016577733
2023-01-05 02:00:00,10.823504153963732,4.543581102427335,31.164144749780387,315.1918150457734,9.993721740648553
2023-01-05 03:00:00,11.336527949436391,7.32647189856138,32.47923193551004,375.43365613989386,10.933920498956406
2023-01-05 04:00:00,9.760620822424073,2.2616363241151127,58.60637745065886,414.6619866408556,12.196377770253118
2023-01-05 05:00:00,10.655263730722599,5.199319191774226,51.66938219695382,470.70365768175634,11.451708241942807
2023-01-05 06:00:00,8.383043955689166,14.280263052195185,63.544294802653646,385.4522297728702,14.798636890524689
2023-01-05 07:00:00,9.261969090794311,12.951347751202128,88.66912738337766,325.3995294662423,17.618677137877967
2023-01-05 08:00:00,9.901849610357042,13.559849198086477,62.48866834225189,402.61670822966244,14.844041032076436
2023-01-05 09:00:00,10.317218215191302,14.820357816185183,35.76859417974853,371.22164935908836,13.018281201106735
2023-01-05 10:00:00,9.533580903264056,14.572655924217953,38.5784915439276,463.8552296117359,12.951205995816139
2023-01-05 11:00:00,9.589950306797451,11.1111074881635,33.82029543939167,402.3573405668635,11.303934043361513
2023-01-05 12:00:00,10.379151735555082,12.965959172277119,74.37818713603188,337.7326287905509,17.1414850572433
2023-01-05 13:00:00,9.957742848339358,17.518617901381702,54.77598556919932,306.34114675665194,15.527945201452122
2023-01-05 14:00:00,9.654018224300614,11.088109999014446,27.951791481117645,330.5987902355953,11.111028889397373
2023-01-05 15:00:00,10.481481473773462,12.072808050707811,81.16022780899496,445.94525647757183,16.721882142416224
2023-01-05 16:00:00,10.063261994200332,9.91840597111075,47.69881247054173,497.1831370436678,11.979286843162948
2023-01-05 17:00:00,10.232181036200275,13.313013075930751,62.672711365604634,444.86450729330414,14.207679085124573
